Rank,UNDP_Rank_2023,RankChange_2023_to_2050,RankChangeDisplay,DevelopmentMomentumScore,DevelopmentMomentumTier,IndustrializingMover,IndustrializationSignal,RankCluster,RankClusterSize,RankClusterLabel,ProjectionType,BaselineSource,BaselineDataYear,UNDP_Country,ISO3,Country,HDI_Baseline,HDI_2024_Local_Estimate,HDI_2024_vs_UNDP_HDR2025,HDI_2024,UNDP_HDI_2023,Population_2024,Population_2024_Source,Population_2050,Population_2050_Source,HDI_Baseline_Recomputed_From_Components,HDI_Baseline_Component_Mismatch,HDI_2024_Recomputed_From_Components,HDI_2024_Component_Mismatch,HDI_2050,HDI_2050_Gain,HDI_P10,HDI_P50,HDI_P90,HDI_Optimistic,HDI_Pessimistic,Interval_Contains_Baseline_HDI,Interval_Contains_2024_HDI,LifeExp_Baseline,GNI_PPP_Baseline,ExpSchool_Baseline,MeanSchool_Baseline,HealthIndex_2025,EducationIndex_2025,IncomeIndex_2025,HealthIndex_2050,EducationIndex_2050,IncomeIndex_2050,HDI_2050_Recomputed_From_Indices,HDI_2050_Index_Mismatch,LifeExp_2024,GNI_PPP_2024,ExpSchool_2024,MeanSchool_2024,InstEfficiency,TechFactor,DemoFactor,MedianAge_2024,MedianAge_2050,MedianAgeShift_2024_to_2050,Youth014Pct_2024,Youth014Pct_2050,WorkingAgePct_2024,WorkingAgePct_2050,WorkforceChangePP_2024_to_2050,Elderly65PlusPct_2024,Elderly65PlusPct_2050,Elderly65PlusChangePP_2024_to_2050,ChildDependencyRatio,OldAgeDependencyRatio,TotalDependencyRatio,AgePyramidScore,WorkforceDepth,WorkforceMomentum,YouthDependencyPressure,AgingPressure,DevelopedDemographicAdaptation,AdaptedAgingPressure,FertilityWindow,HumanCapitalAbsorption,DemographicDividend,DependencyPressure,DemographicHDIMultiplier,DemographicHDIAdjustment,FutureReadiness,DigitalInfraDevelopment,DigitalInfraHDIAdjustment,RecoveryPotential2050,ResourceDependence,GrowthVolatility,EconomicDiversification,ResourceDrag,IndustrializationHDIAcceleration,DevelopingCatchupReadiness,GrowthProspectScore,LowGrowthProspectDrag,TrajectoryHDISpeedMultiplier,TrajectoryHDICapMultiplier,TrajectoryHDIShockMultiplier,Gini_2024,InfantMortality_2024,ClimateRisk_2024,Fertility_2024,Urbanization_2024,PoliticalStability_2024,RuleOfLaw_2024,Physicians_2024,HealthExp_2024,RenewableShare_2024,Contrib_Income,Contrib_Education,Contrib_Health,Contrib_Governance,Contrib_Demographics,Contrib_Technology,Contrib_Recovery,Contrib_Inequality,Contrib_Climate,Contrib_ShockRisk,ai_adoption_index,robot_density,semiconductor_production,green_energy_investment,ev_adoption,battery_capacity,high_speed_rail,startup_ecosystem,venture_capital,cloud_adoption,Trajectory,Rank_Best_P90,Rank_Worst_P10
68,76,8,+8,56.24,rapid_industrializer,False,0.3,30,1,Cluster 30,scenario_projection,UNDP_HDR_2025_Table_1,2023,Saint Vincent and the Grenadines,VCT,St. Vincent & Grenadines,0.798,0.75,-0.048,0.75,0.798,100630,un_wpp_owid_2024,88949,un_wpp_owid_2050,0.7636,-0.0344,0.7636,-0.0344,0.8618,0.0638,0.7736,0.8618,0.883,0.883,0.7736,True,False,71.23,17246.6361,16.253,11.2953,0.7534,0.7984,0.7403,0.846907,0.901208,0.838607,0.8618,-1.5e-07,71.23,17246.6361,16.253,11.2953,0.9,1.0302,1.0022,33.5,35.0,1.5,22.1009,20.8629,65.0,63.8,-1.2,12.8991,15.3371,2.4381,0.327,0.2404,0.5674,0.9703,0.6273,0.425,0.0,0.1517,0.0,0.1517,0.9167,0.7622,0.6292,0.117,1.0719,0.0046,0.3033,0.4902,0.0032,0.16,0.12,0.22,0.6,0.0129,0.2012,0.3649,0.7354,0.2646,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0065,0.0067,0.0056,0.0202,0.0205,0.0092,0.0018,-0.0012,-0.0033,-0.0021,0.2902,0.2516,0.2069,0.3318,0.4011,0.2135,0.4088,0.268,0.3483,0.3128,moderate,52,130
69,80,11,+11,57.13,rapid_industrializer,False,0.3,31,1,Cluster 31,scenario_projection,UNDP_HDR_2025_Table_1,2023,Grenada,GRD,Grenada,0.791,0.76,-0.031,0.76,0.791,117218,un_wpp_owid_2024,113255,un_wpp_owid_2050,0.7532,-0.0378,0.7532,-0.0378,0.8578,0.0668,0.7671,0.8578,0.8796,0.8796,0.7671,True,False,75.205,14349.028,16.5773,9.4464,0.8118,0.7374,0.7139,0.903358,0.85296,0.819162,0.8578,1.5e-07,75.205,14349.028,16.5773,9.4464,0.9,1.0302,0.9985,33.0,35.0,2.0,22.7209,21.0934,65.0,63.4,-1.6,12.2791,15.5066,3.2275,0.3327,0.2446,0.5773,0.9649,0.6091,0.4,0.0,0.1594,0.0,0.1594,0.9167,0.7274,0.607,0.1269,1.0592,0.0041,0.296,0.4927,0.0033,0.16,0.12,0.22,0.6,0.0128,0.2058,0.3729,0.7454,0.2546,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0076,0.0091,0.0044,0.0212,0.0202,0.0095,0.0018,-0.0013,-0.0034,-0.0022,0.2902,0.2443,0.2069,0.3201,0.3856,0.2106,0.3971,0.2621,0.3363,0.3069,moderate,55,133
70,62,-8,-8,37.46,emerging_mover,False,0.33,32,3,Cluster 32,scenario_projection,UNDP_HDR_2025_Table_1,2023,Serbia,SRB,Serbia,0.833,0.802,-0.031,0.802,0.833,6736217,un_wpp_owid_2024,5532862,un_wpp_owid_2050,0.7986,-0.0344,0.7986,-0.0344,0.8549,0.0219,0.8098,0.8549,0.8771,0.8771,0.8098,True,False,76.769,23114.8095,15.0422,11.6417,0.8348,0.7798,0.7824,0.88784,0.840643,0.837143,0.8549,0.0,76.769,23114.8095,15.0422,11.6417,0.97,1.134,0.8214,42.5,48.5,6.0,11.259,6.1605,62.5,57.7,-4.8,26.241,36.1395,9.8985,0.1068,0.6263,0.7331,0.6793,0.35,0.2,0.0,1.0,0.0,1.0,0.9167,0.6035,0.0992,0.5408,0.843,-0.0075,0.328,0.5292,0.0027,0.0,0.12,0.22,0.6,0.0126,0.192,0.3528,0.7369,0.2631,1.08,1.08,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0034,0.0048,0.0024,0.013,-0.0032,0.0065,0.0,-0.0008,-0.0022,-0.0019,0.3296,0.2633,0.2069,0.3505,0.4259,0.2182,0.4275,0.3024,0.3933,0.363,fast_converger,57,112
71,73,2,+2,47.66,fast_converger,False,0.33,32,3,Cluster 32,scenario_projection,UNDP_HDR_2025_Table_1,2023,Mauritius,MUS,Mauritius,0.806,0.802,-0.004,0.802,0.806,1271171,un_wpp_owid_2024,1107198,un_wpp_owid_2050,0.7714,-0.0346,0.7714,-0.0346,0.8539,0.0479,0.7826,0.8539,0.8762,0.8762,0.7826,True,True,74.926,27279.9601,14.1628,10.1033,0.8077,0.7049,0.8063,0.881717,0.801416,0.881117,0.8539,-1.6e-07,74.926,27279.9601,14.1628,10.1033,1.02,1.071,0.9282,35.5,41.5,6.0,18.1167,12.4403,67.5,62.7,-4.8,14.3833,24.8597,10.4764,0.1984,0.3965,0.5949,0.8766,0.5773,0.2,0.0,0.5845,0.0,0.5845,0.9167,0.674,0.3843,0.2925,0.9674,-0.0021,0.3251,0.5118,0.0031,0.0,0.12,0.22,0.6,0.0126,0.2063,0.3595,0.7413,0.2587,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0042,0.0093,0.0041,0.0196,0.0081,0.0091,0.0,-0.0012,-0.0031,-0.0022,0.2902,0.2699,0.2069,0.361,0.4398,0.2208,0.438,0.2826,0.3998,0.3417,moderate,57,126
72,103,31,+31,72.12,rapid_industrializer,False,0.31,32,3,Cluster 32,scenario_projection,UNDP_HDR_2025_Table_1,2023,Saint Lucia,LCA,Saint Lucia,0.748,0.72,-0.028,0.72,0.748,179751,un_wpp_owid_2024,172086,un_wpp_owid_2050,0.7161,-0.0319,0.7161,-0.0319,0.8544,0.1064,0.7241,0.8544,0.8767,0.8767,0.7241,True,False,72.697,20899.7819,12.7304,8.6142,0.775,0.6171,0.768,0.891799,0.786799,0.888899,0.8544,-3.4e-07,72.697,20899.7819,12.7304,8.6142,0.9,1.0302,1.006,34.0,35.0,1.0,21.4683,20.6323,65.0,64.2,-0.8,13.5317,15.1677,1.6359,0.3214,0.2363,0.5576,0.9757,0.6455,0.45,0.0,0.144,0.0,0.144,0.9167,0.6806,0.6281,0.1073,1.0603,0.0053,0.3109,0.4876,0.0039,0.16,0.12,0.22,0.6,0.0128,0.2344,0.3717,0.7518,0.2482,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0088,0.0199,0.008,0.032,0.0309,0.0144,0.0028,-0.0019,-0.0052,-0.0033,0.2902,0.2593,0.2069,0.344,0.4174,0.2166,0.4211,0.2741,0.3609,0.3189,moderate,57,143
73,68,-5,-5,42.74,fast_converger,True,0.4,33,5,Cluster 33,scenario_projection,UNDP_HDR_2025_Table_1,2023,North Macedonia,MKD,North Macedonia,0.815,0.79,-0.025,0.79,0.815,1823011,un_wpp_owid_2024,1512685,un_wpp_owid_2050,0.7801,-0.0349,0.7801,-0.0349,0.85,0.035,0.7908,0.85,0.8729,0.8729,0.7908,True,False,77.395,22128.3946,14.7814,10.23,0.844,0.7246,0.7762,0.90893,0.802226,0.842228,0.85,5e-08,77.395,22128.3946,14.7814,10.23,0.96,1.134,0.85,39.0,45.0,6.0,15.6761,9.4488,63.0,58.2,-4.8,21.3239,32.3512,11.0273,0.1623,0.5559,0.7182,0.7297,0.3727,0.2,0.0,0.9251,0.0,0.9251,0.9971,0.6119,0.146,0.5032,0.8624,-0.0074,0.3968,0.518,0.003,0.0,0.12,0.22,0.6,0.0126,0.2189,0.3841,0.7657,0.2343,1.08,1.08,0.96,0.3728,16.1124,0.1793,2.0931,0.5874,-0.4447,-0.2022,1.7898,7.499,0.0786,0.0046,0.0077,0.0035,0.0168,-0.0024,0.0091,0.0,-0.0007,-0.0017,-0.0021,0.4342,0.3211,0.2388,0.3866,0.539,0.2507,0.4976,0.3393,0.4548,0.5063,fast_converger,62,123
74,69,-5,-5,45.78,fast_converger,True,0.39,33,5,Cluster 33,scenario_projection,UNDP_HDR_2025_Table_1,2023,Armenia,ARM,Armenia,0.811,0.786,-0.025,0.786,0.811,2973843,un_wpp_owid_2024,2495200,un_wpp_owid_2050,0.7777,-0.0333,0.7777,-0.0333,0.8499,0.0389,0.7836,0.8499,0.873,0.873,0.7836,True,True,75.683,20220.7232,14.3839,11.345,0.8189,0.7527,0.7632,0.886346,0.832543,0.831943,0.8499,3e-08,75.683,20220.7232,14.3839,11.345,0.97,1.134,0.8991,33.5,41.0,7.5,21.7852,14.2087,65.5,59.5,-6.0,12.7148,26.2913,13.5765,0.2388,0.4419,0.6807,0.8169,0.4318,0.125,0.0,0.6496,0.0,0.6496,0.9018,0.6471,0.2749,0.3772,0.9216,-0.0043,0.3865,0.535,0.0031,0.0,0.12,0.22,0.6,0.0133,0.2059,0.3751,0.7374,0.2626,1.08,1.08,0.96,0.4371,14.2387,0.1493,2.3357,0.686,0.3092,-0.0972,1.534,6.6571,0.0853,0.0052,0.0078,0.0043,0.0173,0.0039,0.0104,0.0,-0.0044,-0.0015,-0.0042,0.4364,0.3167,0.2597,0.3487,0.5077,0.2622,0.4834,0.3364,0.4221,0.4922,fast_converger,62,126
75,84,9,+9,54.06,rapid_industrializer,False,0.29,33,5,Cluster 33,scenario_projection,UNDP_HDR_2025_Table_1,2023,Palau,PLW,Palau,0.786,0.767,-0.019,0.767,0.786,17719,un_wpp_owid_2024,15537,un_wpp_owid_2050,0.7526,-0.0334,0.7526,-0.0334,0.8498,0.0638,0.7594,0.8498,0.8799,0.8799,0.7594,True,True,69.269,16034.5104,14.0674,13.299,0.7245,0.806,0.7299,0.819863,0.90636,0.825863,0.8498,-1e-07,69.269,16034.5104,14.0674,13.299,0.9,1.02,0.9728,30.5,37.0,6.5,23.3939,18.6,68.0,62.8,-5.2,8.6061,18.6,9.9939,0.2962,0.2962,0.5924,0.9499,0.5818,0.175,0.0,0.3,0.0,0.3,0.9167,0.745,0.5086,0.1883,1.0274,0.0016,0.2931,0.4634,0.0031,0.16,0.12,0.22,0.6,0.0136,0.1939,0.3382,0.6799,0.3201,1.22,1.22,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0074,0.0075,0.0073,0.0199,0.0181,0.0103,0.002,-0.0014,-0.0038,-0.0035,0.2705,0.2487,0.2069,0.3272,0.395,0.2124,0.4042,0.2531,0.3259,0.2868,frontier_jumper,55,133
76,89,13,+13,54.19,rapid_industrializer,False,0.35,33,5,Cluster 33,scenario_projection,UNDP_HDR_2025_Table_1,2023,Guyana,GUY,Guyana,0.776,0.714,-0.062,0.714,0.776,831092,un_wpp_owid_2024,940608,un_wpp_owid_2050,0.7425,-0.0335,0.7425,-0.0335,0.8498,0.0738,0.7498,0.8498,0.8729,0.8729,0.7498,True,False,70.18,46959.2517,13.0221,8.7024,0.7379,0.6273,0.8843,0.836145,0.763142,0.961752,0.8498,-8e-08,70.18,46959.2517,13.0221,8.7024,0.97,1.0815,0.9577,27.5,35.5,8.0,27.6001,22.5205,66.0,59.6,-6.4,6.3999,17.8795,11.4796,0.3779,0.3,0.6779,0.9136,0.4364,0.1,0.018,0.2673,0.0,0.2673,0.9167,0.6166,0.4126,0.2451,0.9735,-0.0005,0.3469,0.4893,0.0033,0.16,0.72,0.68,0.36,0.2992,0.2784,0.2997,0.622,0.378,1.2096,1.2096,0.9408,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0028,0.0182,0.0088,0.0228,0.0168,0.0143,0.0026,-0.0018,-0.0048,-0.0059,0.302,0.2915,0.2069,0.3956,0.4857,0.2295,0.4726,0.3074,0.4214,0.3569,fast_converger,62,135
77,93,16,+16,60.35,rapid_industrializer,False,0.35,33,5,Cluster 33,scenario_projection,UNDP_HDR_2025_Table_1,2023,Viet Nam,VNM,Vietnam,0.766,0.726,-0.04,0.726,0.766,100987685,un_wpp_owid_2024,110008911,un_wpp_owid_2050,0.7307,-0.0353,0.7307,-0.0353,0.8491,0.0831,0.7331,0.8491,0.8762,0.8762,0.7331,True,False,74.588,13032.6353,15.4577,8.98,0.8028,0.6942,0.7001,0.890806,0.834805,0.823205,0.8491,-2.3e-07,74.588,13032.6353,15.4577,8.98,0.97,1.1025,0.9454,31.9,40.0,8.1,20.9436,14.2972,69.5,63.02,-6.48,9.5564,22.6828,13.1263,0.2269,0.3599,0.5868,0.9059,0.5918,0.095,0.0,0.4856,0.0,0.4856,0.3245,0.5739,0.391,0.2511,0.9605,-0.0023,0.3484,0.5915,0.0042,0.16,0.12,0.22,0.6,0.0131,0.4815,0.3676,0.7539,0.2461,1.16,1.16,0.94,0.3795,51.5326,0.3476,3.7211,0.544,-0.3442,-0.4919,0.6931,3.9995,0.1778,0.0121,0.0159,0.0039,0.0303,0.0143,0.0167,0.0028,-0.0019,-0.0062,-0.0048,0.3995,0.275,0.2471,0.3279,0.4613,0.2467,0.4114,0.2775,0.37,0.4676,accelerator,57,140
78,71,-7,-7,42.97,fast_converger,True,0.39,34,1,Cluster 34,scenario_projection,UNDP_HDR_2025_Table_1,2023,Albania,ALB,Albania,0.81,0.796,-0.014,0.796,0.81,2791756,un_wpp_owid_2024,2240170,un_wpp_owid_2050,0.7756,-0.0344,0.7756,-0.0344,0.8476,0.0376,0.7877,0.8476,0.8708,0.8708,0.7877,True,True,79.602,17627.394,14.5101,10.1753,0.8765,0.716,0.7435,0.941868,0.795857,0.812358,0.8476,-2e-07,79.602,17627.394,14.5101,10.1753,0.95,1.0815,0.855,38.0,44.5,6.5,16.8489,9.9991,63.5,58.3,-5.2,19.6511,31.7009,12.0498,0.1715,0.5438,0.7153,0.7385,0.3773,0.175,0.0,0.8955,0.0,0.8955,0.9302,0.5994,0.1527,0.4904,0.8643,-0.0073,0.3924,0.5073,0.003,0.0,0.12,0.22,0.6,0.0125,0.2219,0.4016,0.7903,0.2097,1.08,1.08,0.96,0.3791,9.4459,0.2302,2.2676,0.6414,-0.0549,-0.1664,2.7929,6.9906,0.1533,0.0057,0.0086,0.0033,0.0175,-0.0021,0.0098,0.0,-0.0011,-0.0023,-0.0018,0.4058,0.3391,0.2627,0.3773,0.5328,0.2766,0.4879,0.329,0.4289,0.4836,fast_converger,65,124
79,76,-3,-3,44.93,fast_converger,True,0.39,35,3,Cluster 35,scenario_projection,UNDP_HDR_2025_Table_1,2023,Thailand,THA,Thailand,0.798,0.8,0.002,0.8,0.798,71668010,un_wpp_owid_2024,66382731,un_wpp_owid_2050,0.7612,-0.0368,0.7612,-0.0368,0.8448,0.0468,0.7753,0.8448,0.8685,0.8685,0.7753,True,True,76.412,20569.9018,15.3588,9.04,0.8296,0.6943,0.7657,0.905575,0.788779,0.844077,0.8448,7e-08,76.412,20569.9018,15.3588,9.04,1.01,1.134,0.8447,40.1,47.0,6.9,13.5958,7.2507,64.5,58.98,-5.52,21.9042,33.7693,11.8651,0.1229,0.5726,0.6955,0.7239,0.4082,0.155,0.0,0.9895,0.0,0.9895,0.8917,0.584,0.1226,0.5101,0.851,-0.0089,0.3891,0.6111,0.0037,0.16,0.12,0.22,0.6,0.013,0.3766,0.4387,0.8139,0.1861,1.08,1.08,0.96,0.3633,17.5301,0.1789,2.3598,0.7472,0.0411,-0.3471,1.9716,6.7723,0.1056,0.0059,0.0104,0.0046,0.0212,-0.0043,0.0123,0.0018,-0.0002,-0.002,-0.0029,0.4719,0.3171,0.293,0.3385,0.4069,0.287,0.4832,0.3621,0.4223,0.5092,fast_converger,66,130
80,89,9,+9,57.48,rapid_industrializer,True,0.39,35,3,Cluster 35,scenario_projection,UNDP_HDR_2025_Table_1,2023,Dominican Republic,DOM,Dominican Rep.,0.776,0.766,-0.01,0.766,0.776,11427558,un_wpp_owid_2024,12996292,un_wpp_owid_2050,0.7425,-0.0335,0.7425,-0.0335,0.8456,0.0696,0.7497,0.8456,0.8694,0.8694,0.7497,True,True,73.72,22023.5106,13.6169,9.4445,0.79,0.6682,0.7755,0.884246,0.789552,0.866047,0.8456,2.5e-07,73.72,22023.5106,13.6169,9.4445,0.96,1.0815,0.9636,27.6,36.0,8.4,26.3057,21.1155,67.5,60.78,-6.72,6.1943,18.1045,11.9102,0.3474,0.2979,0.6453,0.9283,0.49,0.08,0.0,0.2775,0.0,0.2775,0.9918,0.668,0.4441,0.2179,0.9942,0.0002,0.3913,0.5109,0.0035,0.16,0.12,0.22,0.6,0.0135,0.3021,0.3868,0.7521,0.2479,1.08,1.08,0.96,0.3998,13.8083,0.2088,2.0804,0.6615,0.1821,0.1611,1.6455,7.1836,0.0971,0.0062,0.0135,0.0067,0.0213,0.0157,0.0129,0.0021,-0.0029,-0.0028,-0.0032,0.4201,0.339,0.2908,0.3617,0.5053,0.2881,0.4859,0.3361,0.4182,0.4676,fast_converger,66,135
81,98,17,+17,63.02,rapid_industrializer,False,0.3,35,3,Cluster 35,scenario_projection,UNDP_HDR_2025_Table_1,2023,Dominica,DMA,Dominica,0.761,0.74,-0.021,0.74,0.761,66226,un_wpp_owid_2024,63212,un_wpp_owid_2050,0.7287,-0.0323,0.7287,-0.0323,0.8439,0.0829,0.7376,0.8439,0.8678,0.8678,0.7376,True,True,71.132,16001.1255,14.151,10.1251,0.7519,0.7053,0.7296,0.855945,0.835246,0.840646,0.8439,2.9e-07,71.132,16001.1255,14.151,10.1251,0.9,1.0302,1.0098,34.5,35.0,0.5,20.8245,20.4018,65.0,64.6,-0.4,14.1755,14.9982,0.8227,0.3158,0.2322,0.548,0.9811,0.6636,0.475,0.0,0.1363,0.0,0.1363,0.9167,0.7284,0.6529,0.0976,1.0757,0.006,0.3003,0.4912,0.0038,0.16,0.12,0.22,0.6,0.0126,0.227,0.3915,0.7624,0.2376,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0083,0.0119,0.0069,0.0251,0.0255,0.0111,0.0021,-0.0015,-0.004,-0.0024,0.2902,0.2486,0.2069,0.327,0.3948,0.2123,0.4041,0.2656,0.3435,0.3104,moderate,66,139
82,81,-1,-1,50.06,fast_converger,False,0.38,36,3,Cluster 36,scenario_projection,UNDP_HDR_2025_Table_1,2023,Mexico,MEX,Mexico,0.789,0.781,-0.008,0.781,0.789,130861001,un_wpp_owid_2024,148946266,un_wpp_owid_2050,0.7546,-0.0344,0.7546,-0.0344,0.8415,0.0525,0.7621,0.8415,0.8659,0.8659,0.7621,True,True,75.069,21812.6557,14.4681,9.3495,0.8098,0.6853,0.7741,0.890299,0.785299,0.852299,0.8415,3.5e-07,75.069,21812.6557,14.4681,9.3495,0.97,1.134,0.9445,29.3,37.5,8.2,25.2706,19.0196,67.0,60.44,-6.56,7.7294,20.5404,12.811,0.3147,0.3398,0.6545,0.8957,0.4745,0.09,0.0,0.3882,0.0,0.3882,0.8872,0.6445,0.3905,0.2644,0.9693,-0.0015,0.3753,0.5713,0.0035,0.16,0.12,0.22,0.6,0.0141,0.3024,0.3427,0.6886,0.3114,1.08,1.08,0.96,0.3698,9.7736,0.2179,1.8293,0.5955,-0.0008,-0.1484,1.8274,6.2416,0.149,0.005,0.0103,0.0051,0.0168,0.01,0.0106,0.0017,-0.0006,-0.0024,-0.0042,0.4497,0.3146,0.2716,0.3348,0.4619,0.2701,0.4338,0.3311,0.395,0.4903,fast_converger,66,133
83,111,28,+28,68.95,rapid_industrializer,False,0.3,36,3,Cluster 36,scenario_projection,UNDP_HDR_2025_Table_1,2023,Fiji,FJI,Fiji,0.731,0.737,0.006,0.737,0.731,928800,un_wpp_owid_2024,1000265,un_wpp_owid_2050,0.7,-0.031,0.7,-0.031,0.841,0.11,0.7053,0.841,0.8728,0.8728,0.7053,True,True,67.316,12843.1589,13.8487,10.371,0.6958,0.7062,0.698,0.827789,0.861089,0.834489,0.841,2.1e-07,67.316,12843.1589,13.8487,10.371,0.98,1.0815,0.9699,28.5,35.5,7.0,26.3687,21.7958,66.5,60.9,-5.6,7.1313,17.3042,10.1729,0.3579,0.2841,0.642,0.9312,0.4955,0.15,0.0,0.2411,0.0,0.2411,0.9167,0.6762,0.4734,0.2025,1.0054,0.0012,0.2964,0.514,0.0043,0.16,0.12,0.22,0.6,0.0133,0.2304,0.3736,0.7119,0.2881,1.22,1.22,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0136,0.0176,0.0126,0.0338,0.0256,0.0169,0.0032,-0.0022,-0.0059,-0.0051,0.302,0.2399,0.2069,0.313,0.3763,0.2088,0.3901,0.2661,0.3421,0.3192,frontier_jumper,62,150
84,117,33,+33,74.43,rapid_industrializer,False,0.35,36,3,Cluster 36,scenario_projection,UNDP_HDR_2025_Table_1,2023,Philippines,PHL,Philippines,0.72,0.71,-0.01,0.71,0.72,115843663,un_wpp_owid_2024,134373432,un_wpp_owid_2050,0.6898,-0.0302,0.6898,-0.0302,0.841,0.121,0.692,0.841,0.8692,0.8692,0.692,True,True,69.833,10731.2042,12.819,9.9772,0.7328,0.6664,0.6721,0.871332,0.83513,0.81743,0.841,2.2e-07,69.833,10731.2042,12.819,9.9772,0.96,1.1025,0.9711,25.7,32.5,6.8,29.7672,26.9525,65.0,59.56,-5.44,5.2328,13.4875,8.2547,0.4525,0.2265,0.679,0.9131,0.4345,0.16,0.1731,0.0676,0.0,0.0676,0.895,0.6103,0.4489,0.2392,0.9823,0.0016,0.3479,0.5989,0.005,0.16,0.12,0.22,0.6,0.0138,0.4273,0.3907,0.7388,0.2612,1.16,1.16,0.94,0.4015,16.8823,0.2021,2.3519,0.6143,-0.124,-0.2407,1.5034,6.6434,0.0986,0.0158,0.0215,0.0133,0.0337,0.0282,0.0207,0.0035,-0.005,-0.0044,-0.0064,0.41,0.2965,0.2555,0.2973,0.4413,0.2519,0.4138,0.2932,0.3607,0.4587,accelerator,66,152
85,104,19,+19,59.23,rapid_industrializer,False,0.3,37,1,Cluster 37,scenario_projection,UNDP_HDR_2025_Table_1,2023,Mongolia,MNG,Mongolia,0.747,0.741,-0.006,0.741,0.747,3475541,un_wpp_owid_2024,4501492,un_wpp_owid_2050,0.7146,-0.0324,0.7146,-0.0324,0.8389,0.0919,0.722,0.8389,0.8711,0.8711,0.722,True,True,71.734,14787.0824,13.6377,9.42,0.7608,0.6679,0.7182,0.870566,0.813168,0.833967,0.8389,1.7e-07,71.734,14787.0824,13.6377,9.42,0.9,1.0302,0.9689,28.3,36.0,7.7,25.7477,20.814,67.5,61.34,-6.16,6.7523,17.846,11.0937,0.3393,0.2909,0.6303,0.9371,0.5155,0.115,0.0,0.2657,0.0,0.2657,0.9167,0.6623,0.4648,0.203,1.001,0.0008,0.2972,0.4923,0.0039,0.16,0.62,0.72,0.25,0.2856,0.1975,0.3184,0.6462,0.3538,1.22,1.22,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0109,0.0182,0.009,0.0267,0.0226,0.015,0.0029,-0.002,-0.0054,-0.0058,0.2902,0.2455,0.2069,0.322,0.3882,0.2111,0.399,0.2631,0.3383,0.3079,frontier_jumper,64,144
86,64,-22,-22,36.04,emerging_mover,False,0.39,38,4,Cluster 38,scenario_projection,UNDP_HDR_2025_Table_1,2023,Russian Federation,RUS,Russia,0.832,0.822,-0.01,0.822,0.832,144820421,un_wpp_owid_2024,136132783,un_wpp_owid_2050,0.7968,-0.0352,0.7968,-0.0352,0.8356,0.0036,0.7976,0.8356,0.8611,0.8611,0.7976,True,True,73.154,39221.6836,13.1852,12.41,0.7817,0.7538,0.8584,0.82003,0.791829,0.898533,0.8356,-8e-08,73.154,39221.6836,13.1852,12.41,0.92,1.134,0.8614,39.6,46.0,6.4,14.0459,8.0348,65.0,59.88,-5.12,20.9541,32.0852,11.1311,0.1342,0.5358,0.67,0.7554,0.4491,0.18,0.0,0.913,0.0,0.913,0.9135,0.6345,0.1857,0.4644,0.8825,-0.0064,0.3933,0.5528,0.0026,0.0,0.65,0.72,0.52,0.2785,0.1517,0.2619,0.3921,0.6079,1.08,1.08,0.96,0.3502,12.5844,0.2618,2.3076,0.6685,0.1103,0.6524,2.187,7.3103,0.1581,0.0003,0.001,0.0007,0.0016,-0.0001,0.0013,0.0,-0.0,-0.0003,-0.0009,0.4651,0.3087,0.2524,0.3648,0.5064,0.2592,0.4792,0.3528,0.4303,0.5138,fast_converger,69,121
