Rank,UNDP_Rank_2023,RankChange_2023_to_2050,RankChangeDisplay,DevelopmentMomentumScore,DevelopmentMomentumTier,IndustrializingMover,IndustrializationSignal,RankCluster,RankClusterSize,RankClusterLabel,ProjectionType,BaselineSource,BaselineDataYear,UNDP_Country,ISO3,Country,HDI_Baseline,HDI_2024_Local_Estimate,HDI_2024_vs_UNDP_HDR2025,HDI_2024,UNDP_HDI_2023,Population_2024,Population_2024_Source,Population_2050,Population_2050_Source,HDI_Baseline_Recomputed_From_Components,HDI_Baseline_Component_Mismatch,HDI_2024_Recomputed_From_Components,HDI_2024_Component_Mismatch,HDI_2050,HDI_2050_Gain,HDI_P10,HDI_P50,HDI_P90,HDI_Optimistic,HDI_Pessimistic,Interval_Contains_Baseline_HDI,Interval_Contains_2024_HDI,LifeExp_Baseline,GNI_PPP_Baseline,ExpSchool_Baseline,MeanSchool_Baseline,HealthIndex_2025,EducationIndex_2025,IncomeIndex_2025,HealthIndex_2050,EducationIndex_2050,IncomeIndex_2050,HDI_2050_Recomputed_From_Indices,HDI_2050_Index_Mismatch,LifeExp_2024,GNI_PPP_2024,ExpSchool_2024,MeanSchool_2024,InstEfficiency,TechFactor,DemoFactor,SubReplacementDepth,MigrationBufferIntensity,MedianAge_2024,MedianAge_2050,MedianAgeShift_2024_to_2050,Youth014Pct_2024,Youth014Pct_2050,WorkingAgePct_2024,WorkingAgePct_2050,WorkforceChangePP_2024_to_2050,Elderly65PlusPct_2024,Elderly65PlusPct_2050,Elderly65PlusChangePP_2024_to_2050,ChildDependencyRatio,OldAgeDependencyRatio,TotalDependencyRatio,AgePyramidScore,WorkforceDepth,WorkforceMomentum,YouthDependencyPressure,AgingPressure,DevelopedDemographicAdaptation,AdaptedAgingPressure,FertilityWindow,HumanCapitalAbsorption,DemographicDividend,DependencyPressure,DemographicHDIMultiplier,DemographicHDIAdjustment,FutureReadiness,DigitalInfraDevelopment,DigitalInfraHDIAdjustment,RecoveryPotential2050,ResourceDependence,GrowthVolatility,EconomicDiversification,ResourceDrag,IndustrializationHDIAcceleration,DevelopingCatchupReadiness,GrowthProspectScore,LowGrowthProspectDrag,TrajectoryHDISpeedMultiplier,TrajectoryHDICapMultiplier,TrajectoryHDIShockMultiplier,Gini_2024,InfantMortality_2024,ClimateRisk_2024,Fertility_2024,Urbanization_2024,PoliticalStability_2024,RuleOfLaw_2024,Physicians_2024,HealthExp_2024,RenewableShare_2024,Contrib_Income,Contrib_Education,Contrib_Health,Contrib_Governance,Contrib_Demographics,Contrib_Technology,Contrib_Recovery,Contrib_Inequality,Contrib_Climate,Contrib_ShockRisk,ai_adoption_index,robot_density,semiconductor_production,green_energy_investment,ev_adoption,battery_capacity,high_speed_rail,startup_ecosystem,venture_capital,cloud_adoption,Trajectory,Rank_Best_P90,Rank_Worst_P10
68,47,-21,-21,25.84,stable_or_slow,False,0.39,30,3,Cluster 30,scenario_projection,UNDP_HDR_2025_Table_1,2023,Argentina,ARG,Argentina,0.865,0.842,-0.023,0.842,0.865,45696153,un_wpp_owid_2024,48308945,un_wpp_owid_2050,0.826,-0.039,0.826,-0.039,0.8641,-0.0009,0.8257,0.8641,0.885,0.885,0.8257,True,True,77.395,25876.0531,18.8312,11.1846,0.844,0.8361,0.7987,0.882952,0.874651,0.835449,0.8641,-1.2e-07,77.395,25876.0531,18.8312,11.1846,0.9,1.134,0.9026,0.0,0.0,31.7,40.0,8.3,23.9173,15.9056,65.5,58.86,-6.64,10.5827,25.2344,14.6517,0.2702,0.4287,0.6989,0.8204,0.4027,0.085,0.0,0.6016,0.0,0.6016,0.8754,0.6776,0.2798,0.373,0.9284,-0.0028,0.3854,0.5321,0.0021,0.0,0.35,0.78,0.55,0.1462,0.0888,0.3081,0.5626,0.4374,0.9244,0.928,1.063,0.3992,16.3682,0.1381,2.3991,0.6765,-0.2182,-0.1059,1.8288,6.66,0.1182,0.0001,0.0001,0.0001,0.0003,0.0001,0.0002,0.0,-0.0,-0.0,-0.0001,0.4421,0.3173,0.2616,0.3485,0.5014,0.2652,0.4743,0.3378,0.4126,0.4931,moderate,52,101
69,73,4,+4,53.1,rapid_industrializer,False,0.33,30,3,Cluster 30,scenario_projection,UNDP_HDR_2025_Table_1,2023,Mauritius,MUS,Mauritius,0.806,0.802,-0.004,0.802,0.806,1271171,un_wpp_owid_2024,1107198,un_wpp_owid_2050,0.7714,-0.0346,0.7714,-0.0346,0.8639,0.0579,0.7826,0.8639,0.8847,0.8847,0.7826,True,True,74.926,27279.9601,14.1628,10.1033,0.8077,0.7049,0.8063,0.889939,0.814544,0.889439,0.8639,3.5e-07,74.926,27279.9601,14.1628,10.1033,1.02,1.071,0.9714,0.6667,0.6667,35.5,41.5,6.0,18.1167,11.1062,67.5,66.7,-0.8,14.3833,22.1938,7.8105,0.1665,0.3327,0.4993,0.9423,0.7591,0.45,0.0,0.4634,0.0,0.4634,0.9167,0.7332,0.5659,0.1806,1.0406,0.002,0.3251,0.5118,0.0032,0.0,0.12,0.22,0.6,0.0126,0.2063,0.3595,0.7413,0.2587,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0045,0.0098,0.0043,0.0208,0.0157,0.0096,0.0,-0.0012,-0.0033,-0.0023,0.2902,0.2699,0.2069,0.361,0.4398,0.2208,0.438,0.2826,0.3998,0.3417,moderate,53,126
70,76,6,+6,56.37,rapid_industrializer,False,0.3,30,3,Cluster 30,scenario_projection,UNDP_HDR_2025_Table_1,2023,Saint Vincent and the Grenadines,VCT,St. Vincent & Grenadines,0.798,0.75,-0.048,0.75,0.798,100630,un_wpp_owid_2024,88949,un_wpp_owid_2050,0.7636,-0.0344,0.7636,-0.0344,0.8642,0.0662,0.7736,0.8642,0.885,0.885,0.7736,True,False,71.23,17246.6361,16.253,11.2953,0.7534,0.7984,0.7403,0.849175,0.903673,0.841075,0.8642,3e-07,71.23,17246.6361,16.253,11.2953,0.9,1.0302,1.0117,0.1667,0.1667,33.5,35.0,1.5,22.1009,20.2865,65.0,64.8,-0.2,12.8991,14.9135,2.0144,0.3131,0.2301,0.5432,0.9838,0.6727,0.4875,0.0,0.1324,0.0,0.1324,0.9167,0.7758,0.67,0.0928,1.0882,0.0056,0.3033,0.4902,0.0032,0.16,0.12,0.22,0.6,0.0129,0.2012,0.3649,0.7354,0.2646,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0065,0.0068,0.0057,0.0205,0.0223,0.0093,0.0018,-0.0012,-0.0033,-0.0022,0.2902,0.2516,0.2069,0.3318,0.4011,0.2135,0.4088,0.268,0.3483,0.3128,moderate,52,130
71,62,-9,-9,40.14,emerging_mover,False,0.33,31,3,Cluster 31,scenario_projection,UNDP_HDR_2025_Table_1,2023,Serbia,SRB,Serbia,0.833,0.802,-0.031,0.802,0.833,6736217,un_wpp_owid_2024,5532862,un_wpp_owid_2050,0.7986,-0.0344,0.7986,-0.0344,0.8598,0.0268,0.8098,0.8598,0.8812,0.8812,0.8098,True,False,76.769,23114.8095,15.0422,11.6417,0.8348,0.7798,0.7824,0.891724,0.846623,0.841922,0.8598,4e-08,76.769,23114.8095,15.0422,11.6417,0.97,1.134,0.8557,0.5,0.5,42.5,48.5,6.0,11.259,5.7236,62.5,60.7,-1.8,26.241,33.5764,7.3354,0.0943,0.5532,0.6474,0.7493,0.4864,0.3875,0.0,0.9807,0.0,0.9807,0.9167,0.6535,0.2167,0.4727,0.8915,-0.0057,0.328,0.5292,0.0027,0.0,0.12,0.22,0.6,0.0126,0.192,0.3528,0.7369,0.2631,1.08,1.08,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0036,0.0052,0.0026,0.014,-0.0005,0.0071,0.0,-0.0009,-0.0023,-0.0021,0.3296,0.2633,0.2069,0.3505,0.4259,0.2182,0.4275,0.3024,0.3933,0.363,fast_converger,58,113
72,68,-4,-4,47.67,fast_converger,True,0.4,31,3,Cluster 31,scenario_projection,UNDP_HDR_2025_Table_1,2023,North Macedonia,MKD,North Macedonia,0.815,0.79,-0.025,0.79,0.815,1823011,un_wpp_owid_2024,1512685,un_wpp_owid_2050,0.7801,-0.0349,0.7801,-0.0349,0.86,0.045,0.7908,0.86,0.8815,0.8815,0.7908,True,False,77.395,22128.3946,14.7814,10.23,0.844,0.7246,0.7762,0.916855,0.81486,0.851358,0.86,3.5e-07,77.395,22128.3946,14.7814,10.23,0.96,1.134,0.8944,0.6667,0.6667,39.0,45.0,6.0,15.6761,8.5446,63.0,62.2,-0.8,21.3239,29.2554,7.9315,0.1374,0.4703,0.6077,0.8193,0.5545,0.45,0.0,0.7843,0.0,0.7843,0.9971,0.6765,0.3406,0.3736,0.9427,-0.0035,0.3968,0.518,0.003,0.0,0.12,0.22,0.6,0.0126,0.2189,0.3841,0.7657,0.2343,1.08,1.08,0.96,0.3728,16.1124,0.1793,2.0931,0.5874,-0.4447,-0.2022,1.7898,7.499,0.0786,0.0049,0.0083,0.0038,0.0181,0.0048,0.0099,0.0,-0.0007,-0.0018,-0.0022,0.4342,0.3211,0.2388,0.3866,0.539,0.2507,0.4976,0.3393,0.4548,0.5063,fast_converger,57,123
73,76,3,+3,52.89,rapid_industrializer,True,0.39,31,3,Cluster 31,scenario_projection,UNDP_HDR_2025_Table_1,2023,Thailand,THA,Thailand,0.798,0.8,0.002,0.8,0.798,71668010,un_wpp_owid_2024,66382731,un_wpp_owid_2050,0.7612,-0.0368,0.7612,-0.0368,0.8601,0.0621,0.7753,0.8601,0.8815,0.8815,0.7753,True,True,76.412,20569.9018,15.3588,9.04,0.8296,0.6943,0.7657,0.917865,0.808069,0.857867,0.8601,2.5e-07,76.412,20569.9018,15.3588,9.04,1.01,1.134,0.9019,0.8333,0.8333,40.1,47.0,6.9,13.5958,6.3669,64.5,63.98,-0.52,21.9042,29.6531,7.7489,0.0995,0.4635,0.563,0.8387,0.6355,0.4675,0.0,0.8024,0.0,0.8024,0.8917,0.6653,0.3704,0.3481,0.9527,-0.0034,0.3891,0.6111,0.0038,0.16,0.12,0.22,0.6,0.013,0.3766,0.4387,0.8139,0.1861,1.08,1.08,0.96,0.3633,17.5301,0.1789,2.3598,0.7472,0.0411,-0.3471,1.9716,6.7723,0.1056,0.0064,0.0113,0.005,0.0231,0.0066,0.0134,0.002,-0.0002,-0.0022,-0.0032,0.4719,0.3171,0.293,0.3385,0.4069,0.287,0.4832,0.3621,0.4223,0.5092,fast_converger,57,130
74,71,-3,-3,47.93,fast_converger,True,0.39,32,2,Cluster 32,scenario_projection,UNDP_HDR_2025_Table_1,2023,Albania,ALB,Albania,0.81,0.796,-0.014,0.796,0.81,2791756,un_wpp_owid_2024,2240170,un_wpp_owid_2050,0.7756,-0.0344,0.7756,-0.0344,0.8579,0.0479,0.7877,0.8579,0.8796,0.8796,0.7877,True,True,79.602,17627.394,14.5101,10.1753,0.8765,0.716,0.7435,0.949392,0.808793,0.822293,0.8579,-3e-07,79.602,17627.394,14.5101,10.1753,0.95,1.0815,0.8991,0.6667,0.6667,38.0,44.5,6.5,16.8489,9.04,63.5,62.3,-1.2,19.6511,28.66,9.0089,0.1451,0.46,0.6051,0.8275,0.5591,0.425,0.0,0.7573,0.0,0.7573,0.9302,0.6636,0.3462,0.362,0.9441,-0.0034,0.3924,0.5073,0.003,0.0,0.12,0.22,0.6,0.0125,0.2219,0.4016,0.7903,0.2097,1.08,1.08,0.96,0.3791,9.4459,0.2302,2.2676,0.6414,-0.0549,-0.1664,2.7929,6.9906,0.1533,0.0061,0.0092,0.0036,0.0188,0.0054,0.0105,0.0,-0.0011,-0.0025,-0.002,0.4058,0.3391,0.2627,0.3773,0.5328,0.2766,0.4879,0.329,0.4289,0.4836,fast_converger,60,124
75,80,5,+5,54.55,rapid_industrializer,False,0.3,32,2,Cluster 32,scenario_projection,UNDP_HDR_2025_Table_1,2023,Grenada,GRD,Grenada,0.791,0.76,-0.031,0.76,0.791,117218,un_wpp_owid_2024,113255,un_wpp_owid_2050,0.7532,-0.0378,0.7532,-0.0378,0.8578,0.0668,0.7671,0.8578,0.8796,0.8796,0.7671,True,False,75.205,14349.028,16.5773,9.4464,0.8118,0.7374,0.7139,0.903358,0.85296,0.819162,0.8578,1.5e-07,75.205,14349.028,16.5773,9.4464,0.9,1.0302,0.9985,0.0,0.0,33.0,35.0,2.0,22.7209,21.0934,65.0,63.4,-1.6,12.2791,15.5066,3.2275,0.3327,0.2446,0.5773,0.9649,0.6091,0.4,0.0,0.1594,0.0,0.1594,0.9167,0.7274,0.607,0.1269,1.0592,0.0041,0.296,0.4927,0.0033,0.16,0.12,0.22,0.6,0.0128,0.2058,0.3729,0.7454,0.2546,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0076,0.0091,0.0044,0.0212,0.0202,0.0095,0.0018,-0.0013,-0.0034,-0.0022,0.2902,0.2443,0.2069,0.3201,0.3856,0.2106,0.3971,0.2621,0.3363,0.3069,moderate,60,133
76,69,-7,-7,48.01,fast_converger,True,0.39,33,1,Cluster 33,scenario_projection,UNDP_HDR_2025_Table_1,2023,Armenia,ARM,Armenia,0.811,0.786,-0.025,0.786,0.811,2973843,un_wpp_owid_2024,2495200,un_wpp_owid_2050,0.7777,-0.0333,0.7777,-0.0333,0.8547,0.0437,0.7836,0.8547,0.8771,0.8771,0.7836,True,True,75.683,20220.7232,14.3839,11.345,0.8189,0.7527,0.7632,0.890394,0.838294,0.836494,0.8547,2e-07,75.683,20220.7232,14.3839,11.345,0.97,1.134,0.92,0.3333,0.3333,33.5,41.0,7.5,21.7852,13.507,65.5,61.5,-4.0,12.7148,24.993,12.2782,0.2196,0.4064,0.626,0.8588,0.5227,0.25,0.0,0.5906,0.0,0.5906,0.9018,0.6781,0.3674,0.3169,0.9596,-0.0024,0.3865,0.535,0.0031,0.0,0.12,0.22,0.6,0.0133,0.2059,0.3751,0.7374,0.2626,1.08,1.08,0.96,0.4371,14.2387,0.1493,2.3357,0.686,0.3092,-0.0972,1.534,6.6571,0.0853,0.0054,0.0081,0.0045,0.0179,0.0076,0.0107,0.0,-0.0046,-0.0016,-0.0043,0.4364,0.3167,0.2597,0.3487,0.5077,0.2622,0.4834,0.3364,0.4221,0.4922,fast_converger,60,126
77,84,7,+7,54.29,rapid_industrializer,False,0.29,34,1,Cluster 34,scenario_projection,UNDP_HDR_2025_Table_1,2023,Palau,PLW,Palau,0.786,0.767,-0.019,0.767,0.786,17719,un_wpp_owid_2024,15537,un_wpp_owid_2050,0.7526,-0.0334,0.7526,-0.0334,0.8525,0.0665,0.7594,0.8525,0.882,0.882,0.7594,True,True,69.269,16034.5104,14.0674,13.299,0.7245,0.806,0.7299,0.822561,0.909057,0.82856,0.8525,2e-08,69.269,16034.5104,14.0674,13.299,0.9,1.02,0.9827,0.1667,0.1667,30.5,37.0,6.5,23.3939,18.1,68.0,63.8,-4.2,8.6061,18.1,9.4939,0.2837,0.2837,0.5674,0.9692,0.6273,0.2375,0.0,0.2773,0.0,0.2773,0.9167,0.7596,0.552,0.1622,1.0448,0.0026,0.2931,0.4634,0.0031,0.16,0.12,0.22,0.6,0.0136,0.1939,0.3382,0.6799,0.3201,1.22,1.22,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0075,0.0076,0.0074,0.0201,0.0202,0.0104,0.0021,-0.0014,-0.0039,-0.0035,0.2705,0.2487,0.2069,0.3272,0.395,0.2124,0.4042,0.2531,0.3259,0.2868,frontier_jumper,57,133
78,89,11,+11,53.22,rapid_industrializer,False,0.35,35,2,Cluster 35,scenario_projection,UNDP_HDR_2025_Table_1,2023,Guyana,GUY,Guyana,0.776,0.714,-0.062,0.714,0.776,831092,un_wpp_owid_2024,940608,un_wpp_owid_2050,0.7425,-0.0335,0.7425,-0.0335,0.8498,0.0738,0.7498,0.8498,0.8729,0.8729,0.7498,True,False,70.18,46959.2517,13.0221,8.7024,0.7379,0.6273,0.8843,0.836145,0.763142,0.961752,0.8498,-8e-08,70.18,46959.2517,13.0221,8.7024,0.97,1.0815,0.9577,0.0,0.0,27.5,35.5,8.0,27.6001,22.5205,66.0,59.6,-6.4,6.3999,17.8795,11.4796,0.3779,0.3,0.6779,0.9136,0.4364,0.1,0.018,0.2673,0.0,0.2673,0.9167,0.6166,0.4126,0.2451,0.9735,-0.0005,0.3469,0.4893,0.0033,0.16,0.72,0.68,0.36,0.2992,0.2784,0.2997,0.622,0.378,1.2096,1.2096,0.9408,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0028,0.0182,0.0088,0.0228,0.0168,0.0143,0.0026,-0.0018,-0.0048,-0.0059,0.302,0.2915,0.2069,0.3956,0.4857,0.2295,0.4726,0.3074,0.4214,0.3569,fast_converger,64,136
79,93,14,+14,59.41,rapid_industrializer,False,0.35,35,2,Cluster 35,scenario_projection,UNDP_HDR_2025_Table_1,2023,Viet Nam,VNM,Vietnam,0.766,0.726,-0.04,0.726,0.766,100987685,un_wpp_owid_2024,110008911,un_wpp_owid_2050,0.7307,-0.0353,0.7307,-0.0353,0.8491,0.0831,0.7331,0.8491,0.8762,0.8762,0.7331,True,False,74.588,13032.6353,15.4577,8.98,0.8028,0.6942,0.7001,0.890806,0.834805,0.823205,0.8491,-2.3e-07,74.588,13032.6353,15.4577,8.98,0.97,1.1025,0.9454,0.0,0.0,31.9,40.0,8.1,20.9436,14.2972,69.5,63.02,-6.48,9.5564,22.6828,13.1263,0.2269,0.3599,0.5868,0.9059,0.5918,0.095,0.0,0.4856,0.0,0.4856,0.3245,0.5739,0.391,0.2511,0.9605,-0.0023,0.3484,0.5915,0.0042,0.16,0.12,0.22,0.6,0.0131,0.4815,0.3676,0.7539,0.2461,1.16,1.16,0.94,0.3795,51.5326,0.3476,3.7211,0.544,-0.3442,-0.4919,0.6931,3.9995,0.1778,0.0121,0.0159,0.0039,0.0303,0.0143,0.0167,0.0028,-0.0019,-0.0062,-0.0048,0.3995,0.275,0.2471,0.3279,0.4613,0.2467,0.4114,0.2775,0.37,0.4676,accelerator,62,140
80,89,9,+9,57.31,rapid_industrializer,True,0.39,36,2,Cluster 36,scenario_projection,UNDP_HDR_2025_Table_1,2023,Dominican Republic,DOM,Dominican Rep.,0.776,0.766,-0.01,0.766,0.776,11427558,un_wpp_owid_2024,12996292,un_wpp_owid_2050,0.7425,-0.0335,0.7425,-0.0335,0.8456,0.0696,0.7497,0.8456,0.8694,0.8694,0.7497,True,True,73.72,22023.5106,13.6169,9.4445,0.79,0.6682,0.7755,0.884246,0.789552,0.866047,0.8456,2.5e-07,73.72,22023.5106,13.6169,9.4445,0.96,1.0815,0.9636,0.0,0.0,27.6,36.0,8.4,26.3057,21.1155,67.5,60.78,-6.72,6.1943,18.1045,11.9102,0.3474,0.2979,0.6453,0.9283,0.49,0.08,0.0,0.2775,0.0,0.2775,0.9918,0.668,0.4441,0.2179,0.9942,0.0002,0.3913,0.5109,0.0035,0.16,0.12,0.22,0.6,0.0135,0.3021,0.3868,0.7521,0.2479,1.08,1.08,0.96,0.3998,13.8083,0.2088,2.0804,0.6615,0.1821,0.1611,1.6455,7.1836,0.0971,0.0062,0.0135,0.0067,0.0213,0.0157,0.0129,0.0021,-0.0029,-0.0028,-0.0032,0.4201,0.339,0.2908,0.3617,0.5053,0.2881,0.4859,0.3361,0.4182,0.4676,fast_converger,66,136
81,98,17,+17,64.08,rapid_industrializer,False,0.3,36,2,Cluster 36,scenario_projection,UNDP_HDR_2025_Table_1,2023,Dominica,DMA,Dominica,0.761,0.74,-0.021,0.74,0.761,66226,un_wpp_owid_2024,63212,un_wpp_owid_2050,0.7287,-0.0323,0.7287,-0.0323,0.8469,0.0859,0.7376,0.8469,0.8703,0.8703,0.7376,True,True,71.132,16001.1255,14.151,10.1251,0.7519,0.7053,0.7296,0.858542,0.838741,0.843542,0.8469,-1.7e-07,71.132,16001.1255,14.151,10.1251,0.9,1.0302,1.0193,0.1667,0.1667,34.5,35.0,0.5,20.8245,19.8255,65.0,65.6,0.6,14.1755,14.5745,0.399,0.3022,0.2222,0.5244,0.9946,0.7091,0.5375,0.0,0.117,0.0,0.117,0.9167,0.7421,0.6936,0.0738,1.0919,0.0071,0.3003,0.4912,0.0039,0.16,0.12,0.22,0.6,0.0126,0.227,0.3915,0.7624,0.2376,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0084,0.012,0.0069,0.0254,0.0277,0.0112,0.0022,-0.0015,-0.004,-0.0025,0.2902,0.2486,0.2069,0.327,0.3948,0.2123,0.4041,0.2656,0.3435,0.3104,moderate,66,139
82,64,-18,-18,38.64,emerging_mover,False,0.39,37,6,Cluster 37,scenario_projection,UNDP_HDR_2025_Table_1,2023,Russian Federation,RUS,Russia,0.832,0.822,-0.01,0.822,0.832,144820421,un_wpp_owid_2024,136132783,un_wpp_owid_2050,0.7968,-0.0352,0.7968,-0.0352,0.8403,0.0083,0.8021,0.8403,0.8651,0.8651,0.8021,True,True,73.154,39221.6836,13.1852,12.41,0.7817,0.7538,0.8584,0.824919,0.798018,0.90132,0.8403,-6e-08,73.154,39221.6836,13.1852,12.41,0.92,1.134,0.8885,0.5,0.4,39.6,46.0,6.4,14.0459,7.5541,65.0,62.28,-2.72,20.9541,30.1659,9.2118,0.1213,0.4844,0.6057,0.8099,0.5582,0.33,0.0,0.8257,0.0,0.8257,0.9135,0.6734,0.3036,0.387,0.9309,-0.0042,0.3933,0.5528,0.0026,0.0,0.65,0.72,0.52,0.2785,0.1517,0.2619,0.3921,0.6079,1.08,1.08,0.96,0.3502,12.5844,0.2618,2.3076,0.6685,0.1103,0.6524,2.187,7.3103,0.1581,0.0006,0.002,0.0015,0.0033,0.0009,0.0026,0.0,-0.0,-0.0007,-0.0017,0.4651,0.3087,0.2524,0.3648,0.5064,0.2592,0.4792,0.3528,0.4303,0.5138,fast_converger,68,118
83,81,-2,-2,49.86,fast_converger,False,0.38,37,6,Cluster 37,scenario_projection,UNDP_HDR_2025_Table_1,2023,Mexico,MEX,Mexico,0.789,0.781,-0.008,0.781,0.789,130861001,un_wpp_owid_2024,148946266,un_wpp_owid_2050,0.7546,-0.0344,0.7546,-0.0344,0.8415,0.0525,0.7621,0.8415,0.8659,0.8659,0.7621,True,True,75.069,21812.6557,14.4681,9.3495,0.8098,0.6853,0.7741,0.890299,0.785299,0.852299,0.8415,3.5e-07,75.069,21812.6557,14.4681,9.3495,0.97,1.134,0.9445,0.0,0.0,29.3,37.5,8.2,25.2706,19.0196,67.0,60.44,-6.56,7.7294,20.5404,12.811,0.3147,0.3398,0.6545,0.8957,0.4745,0.09,0.0,0.3882,0.0,0.3882,0.8872,0.6445,0.3905,0.2644,0.9693,-0.0015,0.3753,0.5713,0.0035,0.16,0.12,0.22,0.6,0.0141,0.3024,0.3427,0.6886,0.3114,1.08,1.08,0.96,0.3698,9.7736,0.2179,1.8293,0.5955,-0.0008,-0.1484,1.8274,6.2416,0.149,0.005,0.0103,0.0051,0.0168,0.01,0.0106,0.0017,-0.0006,-0.0024,-0.0042,0.4497,0.3146,0.2716,0.3348,0.4619,0.2701,0.4338,0.3311,0.395,0.4903,fast_converger,67,133
84,81,-3,-3,48.65,fast_converger,True,0.38,37,6,Cluster 37,scenario_projection,UNDP_HDR_2025_Table_1,2023,Azerbaijan,AZE,Azerbaijan,0.789,0.745,-0.044,0.745,0.789,10336577,un_wpp_owid_2024,11224921,un_wpp_owid_2050,0.756,-0.033,0.756,-0.033,0.8409,0.0519,0.762,0.8409,0.8654,0.8654,0.762,True,False,74.429,20667.9573,12.9098,11.07,0.8004,0.7044,0.7664,0.879229,0.801927,0.843328,0.8409,2e-07,74.429,20667.9573,12.9098,11.07,0.9,1.134,0.9762,0.3333,0.3333,30.3,37.0,6.7,24.6917,18.43,66.5,63.14,-3.36,8.8083,18.43,9.6217,0.2919,0.2919,0.5838,0.9564,0.5973,0.29,0.0,0.2923,0.0,0.2923,0.8738,0.6935,0.5289,0.1793,1.0256,0.0017,0.3805,0.5313,0.0034,0.16,0.76,0.7,0.32,0.3451,0.1749,0.297,0.6037,0.3963,1.08,1.08,0.96,0.3574,17.5532,0.175,1.797,0.6336,-0.2198,0.0327,1.9025,6.0297,0.104,0.0047,0.0091,0.0047,0.0137,0.0145,0.01,0.0016,-0.0,-0.0018,-0.0047,0.4429,0.303,0.2412,0.3524,0.501,0.2471,0.4703,0.3315,0.4187,0.4974,fast_converger,68,133
85,93,8,+8,55.99,rapid_industrializer,False,0.32,37,6,Cluster 37,scenario_projection,UNDP_HDR_2025_Table_1,2023,Maldives,MDV,Maldives,0.766,0.762,-0.004,0.762,0.766,527801,un_wpp_owid_2024,589963,un_wpp_owid_2050,0.7302,-0.0358,0.7302,-0.0358,0.8405,0.0745,0.7398,0.8405,0.8687,0.8687,0.7398,True,True,81.041,19317.3188,12.7684,7.4104,0.8977,0.5732,0.7566,0.977762,0.713872,0.850667,0.8405,-4e-08,81.041,19317.3188,12.7684,7.4104,0.9,1.1025,0.9712,0.5,0.55,30.3,38.0,7.7,24.6917,16.7843,66.5,63.64,-2.86,8.8083,19.5757,10.7674,0.2637,0.3076,0.5713,0.95,0.62,0.3212,0.0,0.3444,0.0,0.3444,0.9167,0.6409,0.5135,0.1892,1.0117,0.0011,0.3175,0.5231,0.0037,0.16,0.12,0.22,0.6,0.0135,0.2126,0.3244,0.6939,0.3061,1.16,1.16,0.94,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0073,0.0191,0.0029,0.0209,0.0191,0.013,0.0024,-0.0016,-0.0044,-0.0039,0.3178,0.2561,0.2069,0.339,0.4107,0.2153,0.4161,0.2892,0.3771,0.3472,accelerator,66,139
86,111,25,+25,67.65,rapid_industrializer,False,0.3,37,6,Cluster 37,scenario_projection,UNDP_HDR_2025_Table_1,2023,Fiji,FJI,Fiji,0.731,0.737,0.006,0.737,0.731,928800,un_wpp_owid_2024,1000265,un_wpp_owid_2050,0.7,-0.031,0.7,-0.031,0.841,0.11,0.7053,0.841,0.8728,0.8728,0.7053,True,True,67.316,12843.1589,13.8487,10.371,0.6958,0.7062,0.698,0.827789,0.861089,0.834489,0.841,2.1e-07,67.316,12843.1589,13.8487,10.371,0.98,1.0815,0.9699,0.0,0.0,28.5,35.5,7.0,26.3687,21.7958,66.5,60.9,-5.6,7.1313,17.3042,10.1729,0.3579,0.2841,0.642,0.9312,0.4955,0.15,0.0,0.2411,0.0,0.2411,0.9167,0.6762,0.4734,0.2025,1.0054,0.0012,0.2964,0.514,0.0043,0.16,0.12,0.22,0.6,0.0133,0.2304,0.3736,0.7119,0.2881,1.22,1.22,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0136,0.0176,0.0126,0.0338,0.0256,0.0169,0.0032,-0.0022,-0.0059,-0.0051,0.302,0.2399,0.2069,0.313,0.3763,0.2088,0.3901,0.2661,0.3421,0.3192,frontier_jumper,64,150
