Rank_Economic_Strength_2050,ISO3,Country,Population_2025,Population_2050,GDP_PPP_PerCapita_2025,GDP_PPP_PerCapita_2025_2021_IntlDollar,GDP_PPP_PerCapita_2050,GDP_PPP_PerCapita_2050_2021_IntlDollar,GDP_Nominal_PerCapita_2025,GDP_Nominal_PerCapita_2025_2021_USD,GDP_Nominal_PerCapita_2050,GDP_Nominal_PerCapita_2050_2021_USD,GDP_PPP_Total_2025,GDP_PPP_Total_2050,GDP_PPP_Total_2050_2021_IntlDollar,GDP_Nominal_Total_2025,GDP_Nominal_Total_2050,GDP_Nominal_Total_2050_2021_USD,GDP_PPP_PerCapita_P10_2050,GDP_PPP_PerCapita_P90_2050,GDP_Nominal_PerCapita_P10_2050,GDP_Nominal_PerCapita_P90_2050,Real_GDP_PerCapita_CAGR_2025_2050,Structural_GDP_PerCapita_CAGR_Signal,Income_Index_2050,Income_Index_2050_Recomputed_From_PPP,Income_Index_2050_PPP_Mismatch,CPI_U_2021_Annual_Average_2013_Base,CPI_U_2025_Annual_Average_2013_Base,Observed_Inflation_Factor_2021_2025,Long_Run_USD_Inflation_Assumption_2026_2050,Inflation_Factor_2021_to_2050,Inflation_Factor_Low_2021_to_2050,Inflation_Factor_High_2021_to_2050,PPP_to_Nominal_Ratio_2025,PPP_to_Nominal_Ratio_2050,Economic_Strength_Score_2050,Growth_Prospect_Score,Industrialization_Signal,Future_Readiness,Demographic_Dividend,Resource_Drag,Growth_Volatility,Trajectory,Baseline_Source,PPP_Baseline_Year,Nominal_Baseline_Year,PPP_Baseline_Proxy,Nominal_Baseline_Proxy,Projection_Type,Rank_GDP_PPP_PerCapita_2050,Rank_GDP_Nominal_PerCapita_2050,Rank_GDP_PPP_Total_2050,Rank_GDP_Nominal_Total_2050,Rank_Economic_Resilience_2050
174,LCA,Saint Lucia,179450,172086,29132.54,24504.04,101858.63,52221.92,15017.27,12631.37,55848.33,28632.89,5227833982.75,17528444545.19,8986661325.12,2694848883.81,9610716143.41,4927319754.48,79338.15,147505.37,39150.47,88963.71,0.030729,0.036127,0.899597,0.899597,0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.51548,0.54829,34.04,0.7518,0.31,0.3109,0.7769,0.0128,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,54,52,174,174,158
175,AND,Andorra,81965,82213,77077.87,64831.94,171548.77,87951.37,50459.23,42442.4,112969.08,57918.14,6317680903.22,14103539165.12,7230745981.81,4135885990.57,9287526654.17,4761623678.24,132780.77,249980.43,78695.45,181080.07,0.012274,0.022323,0.974531,0.974531,-1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.65465,0.65852,35.05,0.6868,0.39,0.3865,0.6913,0.012,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,17,24,175,175,153
176,COM,Comoros,880451,1307561,4151.04,3491.53,13939.94,7146.87,1905.18,1602.49,6893.19,3534.07,3654781312.78,18227321128.89,9344968484.07,1677418531.31,9013264687.76,4621012262.31,10421.21,21022.74,4637.88,11435.14,0.029068,0.025465,0.613704,0.613704,-2e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.45897,0.49449,28.14,0.5488,0.27,0.2704,0.1294,0.0146,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,167,158,173,176,180
177,VUT,Vanuatu,334006,534391,4509.85,3793.34,17511.24,8977.84,4088.64,3439.05,15692.19,8045.23,1506319159.37,9357848300.39,4797676895.44,1365631314.16,8385766767.07,4299300242.69,13282.39,26032.95,10712.37,25661.55,0.035061,0.032517,0.646491,0.646491,6e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.9066,0.89612,29.95,0.6628,0.22,0.2177,0.3094,0.014,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,160,125,177,177,174
178,SYC,Seychelles,130854,141756,34318.08,28865.71,92745.6,47549.76,18903.57,15900.22,52736.89,27037.69,4490664826.34,13147245820.99,6740463778.56,2473610901.07,7475771235.64,3832754473.2,70820.94,136970.05,36243.11,85672.12,0.020166,0.029352,0.886124,0.886124,-1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.55083,0.56862,33.39,0.7347,0.32,0.3242,0.434,0.0126,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,60,55,176,178,160
179,ATG,Antigua & Barbuda,93831,95062,34436.38,28965.22,87759.88,44993.63,23809.88,20027.03,61366.5,31462.0,3231197339.64,8342630017.72,4277184455.06,2234102490.11,5833621984.68,2990840684.12,68159.8,127451.58,42894.95,98033.21,0.017773,0.032526,0.878181,0.878181,-0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.69142,0.69925,32.75,0.7266,0.32,0.3216,0.7525,0.0126,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,62,45,180,179,162
180,WSM,Samoa,219916,272728,9038.75,7602.69,31188.89,15990.24,5570.44,4685.43,20132.03,10321.49,1987766571.79,8506084914.12,4360986174.72,1225030366.92,5490568688.77,2814960629.34,23758.88,46170.26,13802.45,32782.54,0.030186,0.032926,0.729466,0.729466,4e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.61628,0.64549,29.53,0.7145,0.25,0.2484,0.3712,0.0133,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,133,110,179,180,175
181,STP,Sao Tome & Principe,239553,365120,6422.82,5402.38,21159.04,10848.03,3585.5,3015.84,12464.21,6390.28,1538602077.05,7725587296.7,3960832713.6,858915593.67,4550932252.7,2333218259.22,15721.86,32102.42,8335.18,20801.72,0.028278,0.023663,0.673692,0.673692,-6e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.55824,0.58907,24.41,0.5599,0.23,0.2301,0.0588,0.014,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,151,133,181,181,189
182,SMR,San Marino,33610,33719,82337.97,69256.33,172036.38,88201.36,62551.23,52613.25,130213.99,66759.43,2767407106.41,5800894565.56,2974061657.84,2102368108.49,4390685459.54,2251061302.58,133113.15,250774.88,90677.77,208792.1,0.009719,0.022136,0.974939,0.974939,0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.75969,0.7569,31.82,0.6844,0.38,0.3836,0.6906,0.012,0.22,moderate,World Bank API,2023,2023,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,15,13,184,182,167
183,GRD,Grenada,117063,113255,20583.94,17313.62,58208.78,29843.07,11923.25,10028.92,34868.91,17876.95,2409619086.68,6592435448.78,3379876892.85,1395772126.43,3949077837.44,2024653412.92,44947.72,85020.62,24232.6,56023.05,0.022017,0.034204,0.819162,0.819162,1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.57925,0.59903,30.12,0.7454,0.3,0.296,0.607,0.0128,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,100,74,182,183,172
184,KIR,Kiribati,136112,182635,3858.26,3245.27,29029.29,14883.03,2640.09,2220.64,21603.58,11075.94,525157130.42,5301763734.52,2718162184.05,359348993.7,3945569865.77,2022854910.31,22255.11,42703.49,14906.02,34957.9,0.062815,0.034931,0.719151,0.719151,2e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.68427,0.7442,27.76,0.6882,0.24,0.2371,0.3978,0.0138,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,139,107,185,184,182
185,VCT,St. Vincent & Grenadines,100154,88949,22040.81,18539.03,67794.08,34757.36,11899.58,10009.0,38349.0,19661.16,2207466396.28,6030215824.72,3091632414.64,1191785344.98,3411105338.43,1748840197.53,52504.2,98732.06,26729.99,61434.62,0.025459,0.034636,0.841075,0.841075,-0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.53989,0.56567,30.06,0.7354,0.3,0.3033,0.67,0.0129,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,82,69,183,185,173
186,KNA,Saint Kitts & Nevis,46765,44274,36099.69,30364.26,105339.97,54006.77,24786.28,20848.3,73705.13,37787.9,1688184352.14,4663822022.05,2391095734.98,1159118441.26,3263221014.99,1673021357.67,81926.08,152774.84,51590.44,117584.22,0.023301,0.034458,0.904428,0.904428,0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.68661,0.69969,30.52,0.742,0.32,0.3241,0.7693,0.0126,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,49,34,186,186,170
187,FSM,Micronesia,113654,126420,4601.14,3870.12,23516.99,12056.93,4393.81,3695.73,22197.85,11380.62,522937708.46,2973017937.33,1524237090.6,499373208.97,2806251794.52,1438737727.43,17892.57,34855.62,15200.02,36190.51,0.046503,0.033426,0.68888,0.68888,-5e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.95494,0.94391,25.53,0.6825,0.23,0.2311,0.321,0.0138,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,148,105,189,187,187
188,TON,Tonga,104231,105205,8437.08,7096.62,30285.11,15526.88,6415.16,5395.94,23458.66,12027.02,879403597.71,3186145328.57,1633505410.4,668657117.9,2467968158.93,1265303030.64,23033.2,44903.9,16057.24,38260.51,0.031814,0.032141,0.725239,0.725239,-4e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.76035,0.77459,26.68,0.7076,0.26,0.2558,0.3593,0.0133,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,135,98,188,188,186
189,DMA,Dominica,66107,63212,22102.1,18590.58,68967.6,35359.01,10781.11,9068.23,35600.31,18251.93,1461113764.03,4359579807.06,2235113740.12,712711762.63,2250366890.87,1153740998.15,53493.34,100291.93,24851.4,56946.54,0.026049,0.036119,0.843542,0.843542,1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.48779,0.51619,27.94,0.7624,0.3,0.3003,0.6936,0.0126,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,78,73,187,189,181
190,NRU,Nauru,12096,15779,14043.98,11812.71,86716.08,44458.48,14493.94,12191.18,88460.6,45352.88,169874928.95,1368292954.05,701510355.92,175317689.97,1395819846.75,715623123.39,66660.8,127222.04,61201.68,142759.6,0.054446,0.031732,0.876461,0.876461,1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,1.03204,1.02012,24.55,0.6846,0.3,0.2954,0.4331,0.0138,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,63,29,190,190,188
191,PLW,Palau,17630,15537,21716.77,18266.47,62141.49,31859.33,18736.46,15759.66,53278.03,27315.12,382859513.65,965492285.67,494998410.21,330317649.31,827780722.58,424395044.64,47859.03,91000.13,36929.46,85822.51,0.0225,0.031228,0.82856,0.82856,1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.86276,0.85737,23.83,0.6799,0.29,0.2931,0.552,0.0136,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,91,53,191,191,190
192,MHL,Marshall Islands,37000,25212,8499.61,7149.22,31955.36,16383.2,7831.37,6587.14,29102.88,14920.76,314484852.31,805658577.93,413053238.4,289759816.19,733741846.24,376182236.55,24332.56,47324.49,19944.47,47410.1,0.033726,0.031762,0.732956,0.732956,-3e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.92138,0.91074,21.58,0.6727,0.25,0.2531,0.3761,0.0138,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,132,86,192,192,191
193,TUV,Tuvalu,9674,9802,6579.5,5534.16,35839.36,18374.49,6081.04,5114.9,32741.56,16786.28,63650573.79,351297448.8,180106750.98,58828474.82,320932787.98,164539087.67,27467.29,52738.0,22583.82,52997.5,0.049172,0.033575,0.749445,0.749445,3e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.92424,0.91356,17.7,0.6868,0.25,0.2489,0.4176,0.0138,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,127,77,193,193,193
